	input	translation
155311	P01023	R-HSA-114608
155312	P01023	R-HSA-140837
155313	P01023	R-HSA-1474228
155314	P01023	R-HSA-8963896
155315	P01024	R-HSA-173736
155316	P01024	R-HSA-174577
155317	P01024	R-HSA-198933
155318	P01024	R-HSA-375276
155319	P01024	R-HSA-381426
155320	P01024	R-HSA-418594
155321	P01024	R-HSA-6798695
155322	P01024	R-HSA-8957275
155323	P01024	R-HSA-9660826
155324	P01024	R-HSA-977606
155348	P01031	R-HSA-166665
155349	P01031	R-HSA-174577
155350	P01031	R-HSA-375276
155351	P01031	R-HSA-418594
155352	P01031	R-HSA-977606
155353	P01033	R-HSA-114608
155354	P01033	R-HSA-1592389
155355	P01033	R-HSA-381426
155356	P01033	R-HSA-6783783
155357	P01033	R-HSA-6785807
155358	P01033	R-HSA-8957275
155359	P01034	R-HSA-381426
155360	P01034	R-HSA-6798695
155361	P01034	R-HSA-8957275
155362	P01034	R-HSA-977225
155366	P01040	R-HSA-6809371
155368	P01042	R-HSA-114608
155369	P01042	R-HSA-140837
155370	P01042	R-HSA-375276
155371	P01042	R-HSA-381426
155372	P01042	R-HSA-416476
155373	P01042	R-HSA-418594
155374	P01042	R-HSA-8957275
155375	P01100	R-HSA-2559580
155376	P01100	R-HSA-2559582
155377	P01100	R-HSA-2871796
155378	P01100	R-HSA-450341
155379	P01100	R-HSA-6785807
155380	P01100	R-HSA-6796648
155381	P01100	R-HSA-9018519
155382	P01100	R-HSA-9031628
155383	P01100	R-HSA-9031628
155384	P01100	R-HSA-9634638
155388	P01106	R-HSA-1362277
155389	P01106	R-HSA-201556
155390	P01106	R-HSA-2122947
155391	P01106	R-HSA-2173796
155392	P01106	R-HSA-2644606
155393	P01106	R-HSA-2894862
155394	P01106	R-HSA-4411364
155395	P01106	R-HSA-5687128
155396	P01106	R-HSA-5689880
155397	P01106	R-HSA-6785807
155398	P01106	R-HSA-69202
155399	P01106	R-HSA-69656
155400	P01106	R-HSA-8866911
155401	P01106	R-HSA-8951430
155402	P01106	R-HSA-9018519
155403	P01106	R-HSA-9616222
155404	P01106	R-HSA-9759194
155409	P01111	R-HSA-112412
155410	P01111	R-HSA-1169092
155411	P01111	R-HSA-1236382
155412	P01111	R-HSA-1250196
155413	P01111	R-HSA-1250347
155414	P01111	R-HSA-1433557
155415	P01111	R-HSA-167044
155416	P01111	R-HSA-171007
155417	P01111	R-HSA-171007
155418	P01111	R-HSA-179812
155419	P01111	R-HSA-180336
155420	P01111	R-HSA-186763
155421	P01111	R-HSA-1963640
155422	P01111	R-HSA-1963640
155423	P01111	R-HSA-210993
155424	P01111	R-HSA-2179392
155425	P01111	R-HSA-2424491
155426	P01111	R-HSA-2428933
155427	P01111	R-HSA-2871796
155428	P01111	R-HSA-375165
155429	P01111	R-HSA-442982
155430	P01111	R-HSA-5218921
155431	P01111	R-HSA-5621575
155432	P01111	R-HSA-5637810
155433	P01111	R-HSA-5654688
155434	P01111	R-HSA-5654693
155435	P01111	R-HSA-5654699
155436	P01111	R-HSA-5654700
155437	P01111	R-HSA-5654704
155438	P01111	R-HSA-5654706
155439	P01111	R-HSA-5654712
155440	P01111	R-HSA-5654719
155441	P01111	R-HSA-5655253
155442	P01111	R-HSA-5655291
155443	P01111	R-HSA-5655302
155444	P01111	R-HSA-5655332
155445	P01111	R-HSA-5658442
155446	P01111	R-HSA-5673000
155447	P01111	R-HSA-5673001
155448	P01111	R-HSA-5674135
155449	P01111	R-HSA-5675221
155450	P01111	R-HSA-6798695
155451	P01111	R-HSA-6802946
155452	P01111	R-HSA-6802948
155453	P01111	R-HSA-6802952
155454	P01111	R-HSA-6802953
155455	P01111	R-HSA-6802955
155456	P01111	R-HSA-74751
155457	P01111	R-HSA-8849471
155458	P01111	R-HSA-8851805
155459	P01111	R-HSA-9026519
155460	P01111	R-HSA-9027284
155461	P01111	R-HSA-9028731
155462	P01111	R-HSA-9034864
155463	P01111	R-HSA-9607240
155464	P01111	R-HSA-9634285
155465	P01111	R-HSA-9634635
155466	P01111	R-HSA-9648002
155467	P01111	R-HSA-9649948
155468	P01111	R-HSA-9656223
155469	P01111	R-HSA-9664565
155470	P01111	R-HSA-9665348
155471	P01111	R-HSA-9665686
155472	P01111	R-HSA-9670439
155473	P01111	R-HSA-9673767
155474	P01111	R-HSA-9673770
155475	P01111	R-HSA-9703465
155476	P01111	R-HSA-9703648
155477	P01111	R-HSA-9753510
155478	P01111	R-HSA-9753512
155479	P01112	R-HSA-112412
155480	P01112	R-HSA-1169092
155481	P01112	R-HSA-1236382
155482	P01112	R-HSA-1250196
155483	P01112	R-HSA-1250347
155484	P01112	R-HSA-1433557
155485	P01112	R-HSA-167044
155486	P01112	R-HSA-171007
155487	P01112	R-HSA-171007
155488	P01112	R-HSA-179812
155489	P01112	R-HSA-180336
155490	P01112	R-HSA-186763
155491	P01112	R-HSA-1963640
155492	P01112	R-HSA-1963640
155493	P01112	R-HSA-210993
155494	P01112	R-HSA-2179392
155495	P01112	R-HSA-2424491
155496	P01112	R-HSA-2428933
155497	P01112	R-HSA-2871796
155498	P01112	R-HSA-375165
155499	P01112	R-HSA-3928662
155500	P01112	R-HSA-442982
155501	P01112	R-HSA-5218921
155502	P01112	R-HSA-5621575
155503	P01112	R-HSA-5637810
155504	P01112	R-HSA-5654688
155505	P01112	R-HSA-5654693
155506	P01112	R-HSA-5654699
155507	P01112	R-HSA-5654700
155508	P01112	R-HSA-5654704
155509	P01112	R-HSA-5654706
155510	P01112	R-HSA-5654712
155511	P01112	R-HSA-5654719
155512	P01112	R-HSA-5655253
155513	P01112	R-HSA-5655291
155514	P01112	R-HSA-5655302
155515	P01112	R-HSA-5655332
155516	P01112	R-HSA-5658442
155517	P01112	R-HSA-5673000
155518	P01112	R-HSA-5673001
155519	P01112	R-HSA-5674135
155520	P01112	R-HSA-5675221
155521	P01112	R-HSA-6802946
155522	P01112	R-HSA-6802948
155523	P01112	R-HSA-6802952
155524	P01112	R-HSA-6802953
155525	P01112	R-HSA-6802955
155526	P01112	R-HSA-74751
155527	P01112	R-HSA-8849471
155528	P01112	R-HSA-8851805
155529	P01112	R-HSA-9026519
155530	P01112	R-HSA-9027284
155531	P01112	R-HSA-9028731
155532	P01112	R-HSA-9034864
155533	P01112	R-HSA-9607240
155534	P01112	R-HSA-9634285
155535	P01112	R-HSA-9634635
155536	P01112	R-HSA-9648002
155537	P01112	R-HSA-9649948
155538	P01112	R-HSA-9656223
155539	P01112	R-HSA-9664565
155540	P01112	R-HSA-9665348
155541	P01112	R-HSA-9665686
155542	P01112	R-HSA-9670439
155543	P01112	R-HSA-9673767
155544	P01112	R-HSA-9673770
155545	P01112	R-HSA-9703465
155546	P01112	R-HSA-9703648
155547	P01112	R-HSA-9753510
155548	P01112	R-HSA-9753512
155549	P01116-1	R-HSA-112412
155550	P01116-1	R-HSA-1169092
155551	P01116-1	R-HSA-1236382
155552	P01116-1	R-HSA-1250196
155553	P01116-1	R-HSA-1250347
155554	P01116-1	R-HSA-1433557
155555	P01116-1	R-HSA-167044
155556	P01116-1	R-HSA-171007
155557	P01116-1	R-HSA-171007
155558	P01116-1	R-HSA-179812
155559	P01116-1	R-HSA-180336
155560	P01116-1	R-HSA-186763
155561	P01116-1	R-HSA-1963640
155562	P01116-1	R-HSA-1963640
155563	P01116-1	R-HSA-210993
155564	P01116-1	R-HSA-2179392
155565	P01116-1	R-HSA-2424491
155566	P01116-1	R-HSA-2428933
155567	P01116-1	R-HSA-2871796
155568	P01116-1	R-HSA-375165
155569	P01116-1	R-HSA-442982
155570	P01116-1	R-HSA-5218921
155571	P01116-1	R-HSA-5621575
155572	P01116-1	R-HSA-5637810
155573	P01116-1	R-HSA-5654688
155574	P01116-1	R-HSA-5654693
155575	P01116-1	R-HSA-5654699
155576	P01116-1	R-HSA-5654700
155577	P01116-1	R-HSA-5654704
155578	P01116-1	R-HSA-5654706
155579	P01116-1	R-HSA-5654712
155580	P01116-1	R-HSA-5654719
155581	P01116-1	R-HSA-5655253
155582	P01116-1	R-HSA-5655291
155583	P01116-1	R-HSA-5655302
155584	P01116-1	R-HSA-5655332
155585	P01116-1	R-HSA-5658442
155586	P01116-1	R-HSA-5673000
155587	P01116-1	R-HSA-5673001
155588	P01116-1	R-HSA-5674135
155589	P01116-1	R-HSA-5675221
155590	P01116-1	R-HSA-6802946
155591	P01116-1	R-HSA-6802948
155592	P01116-1	R-HSA-6802952
155593	P01116-1	R-HSA-6802953
155594	P01116-1	R-HSA-6802955
155595	P01116-1	R-HSA-74751
155596	P01116-1	R-HSA-8849471
155597	P01116-1	R-HSA-8851805
155598	P01116-1	R-HSA-9026519
155599	P01116-1	R-HSA-9027284
155600	P01116-1	R-HSA-9028731
155601	P01116-1	R-HSA-9034864
155602	P01116-1	R-HSA-9607240
155603	P01116-1	R-HSA-9634285
155604	P01116-1	R-HSA-9634635
155605	P01116-1	R-HSA-9648002
155606	P01116-1	R-HSA-9649948
155607	P01116-1	R-HSA-9656223
155608	P01116-1	R-HSA-9664565
155609	P01116-1	R-HSA-9665348
155610	P01116-1	R-HSA-9665686
155611	P01116-1	R-HSA-9670439
155612	P01116-1	R-HSA-9673767
155613	P01116-1	R-HSA-9673770
155614	P01116-1	R-HSA-9703465
155615	P01116-1	R-HSA-9703648
155616	P01116-2	R-HSA-112412
155617	P01116-2	R-HSA-1169092
155618	P01116-2	R-HSA-1236382
155619	P01116-2	R-HSA-1250196
155620	P01116-2	R-HSA-1250347
155621	P01116-2	R-HSA-1433557
155622	P01116-2	R-HSA-167044
155623	P01116-2	R-HSA-171007
155624	P01116-2	R-HSA-171007
155625	P01116-2	R-HSA-179812
155626	P01116-2	R-HSA-180336
155627	P01116-2	R-HSA-186763
155628	P01116-2	R-HSA-1963640
155629	P01116-2	R-HSA-1963640
155630	P01116-2	R-HSA-210993
155631	P01116-2	R-HSA-2179392
155632	P01116-2	R-HSA-2424491
155633	P01116-2	R-HSA-2428933
155634	P01116-2	R-HSA-2871796
155635	P01116-2	R-HSA-375165
155636	P01116-2	R-HSA-4086398
155637	P01116-2	R-HSA-442982
155638	P01116-2	R-HSA-5218921
155639	P01116-2	R-HSA-5621575
155640	P01116-2	R-HSA-5637810
155641	P01116-2	R-HSA-5654688
155642	P01116-2	R-HSA-5654693
155643	P01116-2	R-HSA-5654699
155644	P01116-2	R-HSA-5654700
155645	P01116-2	R-HSA-5654704
155646	P01116-2	R-HSA-5654706
155647	P01116-2	R-HSA-5654712
155648	P01116-2	R-HSA-5654719
155649	P01116-2	R-HSA-5655253
155650	P01116-2	R-HSA-5655291
155651	P01116-2	R-HSA-5655302
155652	P01116-2	R-HSA-5655332
155653	P01116-2	R-HSA-5658442
155654	P01116-2	R-HSA-5673000
155655	P01116-2	R-HSA-5673001
155656	P01116-2	R-HSA-5674135
155657	P01116-2	R-HSA-5675221
155658	P01116-2	R-HSA-6802946
155659	P01116-2	R-HSA-6802948
155660	P01116-2	R-HSA-6802952
155661	P01116-2	R-HSA-6802953
155662	P01116-2	R-HSA-6802955
155663	P01116-2	R-HSA-74751
155664	P01116-2	R-HSA-8849471
155665	P01116-2	R-HSA-8851805
155666	P01116-2	R-HSA-9026519
155667	P01116-2	R-HSA-9027284
155668	P01116-2	R-HSA-9028731
155669	P01116-2	R-HSA-9034864
155670	P01116-2	R-HSA-9607240
155671	P01116-2	R-HSA-9634285
155672	P01116-2	R-HSA-9634635
155673	P01116-2	R-HSA-9648002
155674	P01116-2	R-HSA-9649948
155675	P01116-2	R-HSA-9656223
155676	P01116-2	R-HSA-9664565
155677	P01116-2	R-HSA-9665348
155678	P01116-2	R-HSA-9665686
155679	P01116-2	R-HSA-9670439
155680	P01116-2	R-HSA-9673767
155681	P01116-2	R-HSA-9673770
155682	P01116-2	R-HSA-9703465
155683	P01116-2	R-HSA-9703648
155684	P01116	R-HSA-6802946
155685	P01116	R-HSA-6802955
155686	P01116	R-HSA-8951936
155687	P01116	R-HSA-9648002
155688	P01116	R-HSA-9649948
155689	P01116	R-HSA-9674555
155690	P01116	R-HSA-9753510
155691	P01116	R-HSA-9753512
155700	P01127	R-HSA-114608
155701	P01127	R-HSA-1257604
155702	P01127	R-HSA-186763
155703	P01127	R-HSA-186797
155704	P01127	R-HSA-2219530
155705	P01127	R-HSA-3000171
155706	P01127	R-HSA-5673001
155707	P01127	R-HSA-6811558
155708	P01130	R-HSA-8856825
155709	P01130	R-HSA-8856828
155710	P01130	R-HSA-8964026
155711	P01130	R-HSA-8964026
155712	P01130	R-HSA-8964038
155713	P01130	R-HSA-975634
155739	P01133	R-HSA-114608
155740	P01133	R-HSA-1227986
155741	P01133	R-HSA-1236382
155742	P01133	R-HSA-1236394
155743	P01133	R-HSA-1250196
155744	P01133	R-HSA-1250196
155745	P01133	R-HSA-1251932
155746	P01133	R-HSA-1257604
155747	P01133	R-HSA-177929
155748	P01133	R-HSA-177929
155749	P01133	R-HSA-179812
155750	P01133	R-HSA-180292
155751	P01133	R-HSA-180336
155752	P01133	R-HSA-182971
155753	P01133	R-HSA-1963640
155754	P01133	R-HSA-1963642
155755	P01133	R-HSA-212718
155756	P01133	R-HSA-2219530
155757	P01133	R-HSA-5637810
155758	P01133	R-HSA-5638303
155759	P01133	R-HSA-5673001
155760	P01133	R-HSA-6785631
155761	P01133	R-HSA-6811558
155762	P01133	R-HSA-8847993
155763	P01133	R-HSA-8856825
155764	P01133	R-HSA-8856828
155765	P01133	R-HSA-8863795
155766	P01133	R-HSA-9009391
155767	P01133	R-HSA-9013507
155768	P01133	R-HSA-9634638
155769	P01133	R-HSA-9664565
155770	P01133	R-HSA-9665348
155771	P01133	R-HSA-9665686
155786	P01135	R-HSA-1257604
155787	P01135	R-HSA-177929
155788	P01135	R-HSA-179812
155789	P01135	R-HSA-180292
155790	P01135	R-HSA-180336
155791	P01135	R-HSA-182971
155792	P01135	R-HSA-204005
155793	P01135	R-HSA-212718
155794	P01135	R-HSA-2219530
155795	P01135	R-HSA-5638303
155796	P01135	R-HSA-5673001
155797	P01135	R-HSA-5694530
155798	P01135	R-HSA-6811558
155799	P01135	R-HSA-8856825
155800	P01135	R-HSA-8856828
155801	P01135	R-HSA-8866910
155802	P01135	R-HSA-9009391
155803	P01135	R-HSA-9018519
155804	P01135	R-HSA-9634638
155805	P01137	R-HSA-114608
155806	P01137	R-HSA-168277
155807	P01137	R-HSA-202733
155808	P01137	R-HSA-2129379
155809	P01137	R-HSA-2173788
155810	P01137	R-HSA-2173788
155811	P01137	R-HSA-2173789
155812	P01137	R-HSA-2173791
155813	P01137	R-HSA-2173791
155814	P01137	R-HSA-3000170
155815	P01137	R-HSA-3000178
155816	P01137	R-HSA-3304356
155817	P01137	R-HSA-3642279
155818	P01137	R-HSA-3645790
155819	P01137	R-HSA-3656532
155820	P01137	R-HSA-3656535
155821	P01137	R-HSA-381340
155822	P01137	R-HSA-5689603
155823	P01137	R-HSA-6785807
155824	P01137	R-HSA-8941855
155825	P01137	R-HSA-8941858
155826	P01137	R-HSA-8951936
155827	P01138	R-HSA-167021
155828	P01138	R-HSA-167044
155829	P01138	R-HSA-167060
155830	P01138	R-HSA-167060
155831	P01138	R-HSA-170968
155832	P01138	R-HSA-170968
155833	P01138	R-HSA-170984
155834	P01138	R-HSA-170984
155835	P01138	R-HSA-177504
155836	P01138	R-HSA-177504
155837	P01138	R-HSA-187042
155838	P01138	R-HSA-187042
155839	P01138	R-HSA-187706
155840	P01138	R-HSA-193648
155841	P01138	R-HSA-193670
155842	P01138	R-HSA-193681
155843	P01138	R-HSA-198203
155844	P01138	R-HSA-198203
155845	P01138	R-HSA-198745
155846	P01138	R-HSA-205017
155847	P01138	R-HSA-205025
155848	P01138	R-HSA-205043
155849	P01138	R-HSA-205043
155850	P01138	R-HSA-209543
155851	P01138	R-HSA-209543
155852	P01138	R-HSA-209560
155853	P01138	R-HSA-209563
155867	P01148	R-HSA-375281
155868	P01148	R-HSA-416476
155873	P01160	R-HSA-2032785
155874	P01160	R-HSA-5578768
155875	P01160	R-HSA-977225
155883	P01178	R-HSA-388479
155884	P01178	R-HSA-416476
155894	P01185	R-HSA-1368108
155895	P01185	R-HSA-388479
155896	P01185	R-HSA-416476
155897	P01185	R-HSA-418555
155898	P01185	R-HSA-432040
155899	P01185	R-HSA-5619099
155900	P01185	R-HSA-879518
155901	P01185	R-HSA-8856825
155902	P01185	R-HSA-8856828
155903	P01185	R-HSA-9036092
155904	P01185	R-HSA-9660821
155911	P01189	R-HSA-111885
155912	P01189	R-HSA-193048
155913	P01189	R-HSA-194002
155914	P01189	R-HSA-202040
155915	P01189	R-HSA-209952
155916	P01189	R-HSA-211976
155917	P01189	R-HSA-375276
155918	P01189	R-HSA-418555
155919	P01189	R-HSA-418594
155920	P01189	R-HSA-5579031
155921	P01189	R-HSA-6785807
155922	P01189	R-HSA-9615017
155923	P01189	R-HSA-9660821
155950	P01210	R-HSA-375276
155951	P01210	R-HSA-381426
155952	P01210	R-HSA-418594
155953	P01210	R-HSA-8957275
155958	P01213	R-HSA-111885
155959	P01213	R-HSA-202040
155960	P01213	R-HSA-375276
155961	P01213	R-HSA-418594
155962	P01215	R-HSA-193048
155963	P01215	R-HSA-193993
155964	P01215	R-HSA-209822
155965	P01215	R-HSA-209968
155966	P01215	R-HSA-375281
155967	P01215	R-HSA-418555
155968	P01215	R-HSA-8866910
155969	P01215	R-HSA-9660821
155970	P01215	R-HSA-975578
155995	P01222	R-HSA-209822
155996	P01222	R-HSA-209968
155997	P01222	R-HSA-375281
155998	P01222	R-HSA-418555
155999	P01222	R-HSA-9660821
156008	P01225	R-HSA-209822
156009	P01225	R-HSA-375281
156010	P01225	R-HSA-418555
156011	P01225	R-HSA-9660821
156015	P01229	R-HSA-193048
156016	P01229	R-HSA-193993
156017	P01229	R-HSA-209822
156018	P01229	R-HSA-375281
156019	P01229	R-HSA-418555
156020	P01229	R-HSA-9660821
156021	P01229	R-HSA-975578
156035	P01236	R-HSA-1170546
156036	P01236	R-HSA-1170546
156037	P01236	R-HSA-977225
156038	P01236	R-HSA-982772
156045	P01241	R-HSA-1170546
156046	P01241	R-HSA-1170546
156047	P01241	R-HSA-422085
156048	P01241	R-HSA-982772
156049	P01241	R-HSA-982772
156050	P01242	R-HSA-1170546
156051	P01242	R-HSA-1170546
156052	P01242	R-HSA-982772
156053	P01242	R-HSA-982772
156061	P01258	R-HSA-418555
156062	P01258	R-HSA-419812
156063	P01258	R-HSA-9660821
156064	P01258	R-HSA-977225
156069	P01270	R-HSA-373080
156070	P01270	R-HSA-418555
156071	P01270	R-HSA-9660821
156085	P01275	R-HSA-163359
156086	P01275	R-HSA-381676
156087	P01275	R-HSA-381676
156088	P01275	R-HSA-381771
156089	P01275	R-HSA-381771
156090	P01275	R-HSA-416476
156091	P01275	R-HSA-418555
156092	P01275	R-HSA-420092
156093	P01275	R-HSA-422085
156094	P01275	R-HSA-9660821
156095	P01282	R-HSA-418555
156096	P01282	R-HSA-420092
156097	P01282	R-HSA-9660821
156099	P01286	R-HSA-418555
156100	P01286	R-HSA-420092
156101	P01286	R-HSA-9660821
156104	P01298	R-HSA-375276
156105	P01298	R-HSA-418594
156106	P01303	R-HSA-375276
156107	P01303	R-HSA-418594
156108	P01303	R-HSA-9615017
156109	P01308	R-HSA-210745
156110	P01308	R-HSA-264876
156111	P01308	R-HSA-264876
156112	P01308	R-HSA-422085
156113	P01308	R-HSA-422356
156114	P01308	R-HSA-6807878
156115	P01308	R-HSA-6811558
156116	P01308	R-HSA-74713
156117	P01308	R-HSA-74749
156118	P01308	R-HSA-74751
156119	P01308	R-HSA-74752
156120	P01308	R-HSA-77387
156121	P01308	R-HSA-9615017
156122	P01308	R-HSA-9615017
156123	P01308	R-HSA-977225
156160	P01344	R-HSA-114608
156161	P01344	R-HSA-2404192
156162	P01344	R-HSA-2428928
156163	P01344	R-HSA-2428933
156164	P01344	R-HSA-381426
156171	P01350	R-HSA-416476
156172	P01350	R-HSA-881907
156181	P01374	R-HSA-5668541
156182	P01374	R-HSA-5669034
156183	P01374	R-HSA-5676594
156184	P01374	R-HSA-5676594
156185	P01375	R-HSA-381340
156186	P01375	R-HSA-5357786
156187	P01375	R-HSA-5357905
156188	P01375	R-HSA-5357956
156189	P01375	R-HSA-5626978
156190	P01375	R-HSA-5668541
156191	P01375	R-HSA-6783783
156192	P01375	R-HSA-6785807
156193	P01375	R-HSA-75893
156194	P01559	R-HSA-8942233
156195	P01562	R-HSA-909733
156196	P01562	R-HSA-912694
156197	P01562	R-HSA-912694
156198	P01562	R-HSA-933541
156199	P01562	R-HSA-9705671
156200	P01562	R-HSA-983231
156201	P01563	R-HSA-909733
156202	P01563	R-HSA-912694
156203	P01563	R-HSA-912694
156204	P01563	R-HSA-933541
156205	P01563	R-HSA-9705671
156206	P01563	R-HSA-983231
156207	P01566	R-HSA-909733
156208	P01566	R-HSA-912694
156209	P01566	R-HSA-912694
156210	P01566	R-HSA-933541
156211	P01566	R-HSA-9705671
156212	P01566	R-HSA-983231
156213	P01567	R-HSA-909733
156214	P01567	R-HSA-912694
156215	P01567	R-HSA-912694
156216	P01567	R-HSA-933541
156217	P01567	R-HSA-9705671
156218	P01567	R-HSA-983231
156219	P01568	R-HSA-909733
156220	P01568	R-HSA-912694
156221	P01568	R-HSA-912694
156222	P01568	R-HSA-933541
156223	P01568	R-HSA-9705671
156224	P01568	R-HSA-983231
156225	P01569	R-HSA-909733
156226	P01569	R-HSA-912694
156227	P01569	R-HSA-912694
156228	P01569	R-HSA-933541
156229	P01569	R-HSA-9705671
156230	P01569	R-HSA-983231
156231	P01570	R-HSA-909733
156232	P01570	R-HSA-912694
156233	P01570	R-HSA-912694
156234	P01570	R-HSA-933541
156235	P01570	R-HSA-9705671
156236	P01570	R-HSA-983231
156237	P01571	R-HSA-909733
156238	P01571	R-HSA-912694
156239	P01571	R-HSA-912694
156240	P01571	R-HSA-933541
156241	P01571	R-HSA-9705671
156242	P01571	R-HSA-983231
156247	P01574	R-HSA-2559580
156248	P01574	R-HSA-909733
156249	P01574	R-HSA-912694
156250	P01574	R-HSA-912694
156251	P01574	R-HSA-918233
156252	P01574	R-HSA-933541
156253	P01574	R-HSA-9705671
156254	P01574	R-HSA-983231
156257	P01579	R-HSA-877300
156258	P01579	R-HSA-877312
156259	P01579	R-HSA-877312
156260	P01579	R-HSA-8877330
156261	P01579	R-HSA-8950505
156269	P01583	R-HSA-2559582
156270	P01583	R-HSA-448706
156271	P01583	R-HSA-5620971
156272	P01583	R-HSA-6783783
156273	P01583	R-HSA-6785807
156274	P01583	R-HSA-9020702
156275	P01583	R-HSA-9660826
156276	P01584	R-HSA-448706
156277	P01584	R-HSA-5620971
156278	P01584	R-HSA-5660668
156279	P01584	R-HSA-6783783
156280	P01584	R-HSA-6785807
156281	P01584	R-HSA-9020702
156282	P01584	R-HSA-9660826
156286	P01588	R-HSA-1234158
156287	P01588	R-HSA-9006335
156288	P01588	R-HSA-9027276
156289	P01588	R-HSA-9027276
156290	P01588	R-HSA-9027277
156291	P01588	R-HSA-9027283
156292	P01588	R-HSA-9027284
156293	P01588	R-HSA-9027284
156294	P01589	R-HSA-5673001
156295	P01589	R-HSA-8877330
156296	P01589	R-HSA-9020558
156297	P01589	R-HSA-912526
156301	P01591	R-HSA-202733
156302	P01591	R-HSA-2168880
156305	P01593	R-HSA-166663
156306	P01593	R-HSA-173623
156307	P01593	R-HSA-198933
156308	P01593	R-HSA-202733
156309	P01593	R-HSA-2029481
156310	P01593	R-HSA-2029481
156311	P01593	R-HSA-2029482
156312	P01593	R-HSA-2029485
156313	P01593	R-HSA-2168880
156314	P01593	R-HSA-2454202
156315	P01593	R-HSA-2454202
156316	P01593	R-HSA-2730905
156317	P01593	R-HSA-2730905
156318	P01593	R-HSA-2871796
156319	P01593	R-HSA-2871809
156320	P01593	R-HSA-2871809
156321	P01593	R-HSA-2871837
156322	P01593	R-HSA-5690714
156323	P01593	R-HSA-9664323
156324	P01593	R-HSA-9664323
156325	P01593	R-HSA-9664422
156326	P01593	R-HSA-9664422
156327	P01593	R-HSA-9679191
156328	P01593	R-HSA-977606
156329	P01593	R-HSA-983695
156330	P01593	R-HSA-983695
156331	P01594	R-HSA-166663
156332	P01594	R-HSA-173623
156333	P01594	R-HSA-198933
156334	P01594	R-HSA-202733
156335	P01594	R-HSA-2029481
156336	P01594	R-HSA-2029481
156337	P01594	R-HSA-2029482
156338	P01594	R-HSA-2029485
156339	P01594	R-HSA-2168880
156340	P01594	R-HSA-2454202
156341	P01594	R-HSA-2454202
156342	P01594	R-HSA-2730905
156343	P01594	R-HSA-2730905
156344	P01594	R-HSA-2871796
156345	P01594	R-HSA-2871809
156346	P01594	R-HSA-2871809
156347	P01594	R-HSA-2871837
156348	P01594	R-HSA-5690714
156349	P01594	R-HSA-9664323
156350	P01594	R-HSA-9664323
156351	P01594	R-HSA-9664422
156352	P01594	R-HSA-9664422
156353	P01594	R-HSA-9679191
156354	P01594	R-HSA-977606
156355	P01594	R-HSA-983695
156356	P01594	R-HSA-983695
156357	P01597	R-HSA-166663
156358	P01597	R-HSA-173623
156359	P01597	R-HSA-198933
156360	P01597	R-HSA-202733
156361	P01597	R-HSA-2029481
156362	P01597	R-HSA-2029481
156363	P01597	R-HSA-2029482
156364	P01597	R-HSA-2029485
156365	P01597	R-HSA-2168880
156366	P01597	R-HSA-2454202
156367	P01597	R-HSA-2454202
156368	P01597	R-HSA-2730905
156369	P01597	R-HSA-2730905
156370	P01597	R-HSA-2871796
156371	P01597	R-HSA-2871809
156372	P01597	R-HSA-2871809
156373	P01597	R-HSA-2871837
156374	P01597	R-HSA-5690714
156375	P01597	R-HSA-9664323
156376	P01597	R-HSA-9664323
156377	P01597	R-HSA-9664422
156378	P01597	R-HSA-9664422
156379	P01597	R-HSA-9679191
156380	P01597	R-HSA-977606
156381	P01597	R-HSA-983695
156382	P01597	R-HSA-983695
156383	P01599	R-HSA-166663
156384	P01599	R-HSA-173623
156385	P01599	R-HSA-198933
156386	P01599	R-HSA-202733
156387	P01599	R-HSA-2029481
156388	P01599	R-HSA-2029481
156389	P01599	R-HSA-2029482
156390	P01599	R-HSA-2029485
156391	P01599	R-HSA-2168880
156392	P01599	R-HSA-2454202
156393	P01599	R-HSA-2454202
156394	P01599	R-HSA-2730905
156395	P01599	R-HSA-2730905
156396	P01599	R-HSA-2871796
156397	P01599	R-HSA-2871809
156398	P01599	R-HSA-2871809
156399	P01599	R-HSA-2871837
156400	P01599	R-HSA-5690714
156401	P01599	R-HSA-9664323
156402	P01599	R-HSA-9664323
156403	P01599	R-HSA-9664422
156404	P01599	R-HSA-9664422
156405	P01599	R-HSA-9679191
156406	P01599	R-HSA-977606
156407	P01599	R-HSA-983695
156408	P01599	R-HSA-983695
156409	P01601	R-HSA-166663
156410	P01601	R-HSA-173623
156411	P01601	R-HSA-198933
156412	P01601	R-HSA-202733
156413	P01601	R-HSA-2029481
156414	P01601	R-HSA-2029481
156415	P01601	R-HSA-2029482
156416	P01601	R-HSA-2029485
156417	P01601	R-HSA-2168880
156418	P01601	R-HSA-2454202
156419	P01601	R-HSA-2454202
156420	P01601	R-HSA-2730905
156421	P01601	R-HSA-2730905
156422	P01601	R-HSA-2871796
156423	P01601	R-HSA-2871809
156424	P01601	R-HSA-2871809
156425	P01601	R-HSA-2871837
156426	P01601	R-HSA-5690714
156427	P01601	R-HSA-9664323
156428	P01601	R-HSA-9664323
156429	P01601	R-HSA-9664422
156430	P01601	R-HSA-9664422
156431	P01601	R-HSA-9679191
156432	P01601	R-HSA-977606
156433	P01601	R-HSA-983695
156434	P01601	R-HSA-983695
156435	P01602	R-HSA-166663
156436	P01602	R-HSA-173623
156437	P01602	R-HSA-198933
