	input	translation
1323	A0A075B6P5	R-HSA-166663
1324	A0A075B6P5	R-HSA-173623
1325	A0A075B6P5	R-HSA-198933
1326	A0A075B6P5	R-HSA-202733
1327	A0A075B6P5	R-HSA-2029481
1328	A0A075B6P5	R-HSA-2029481
1329	A0A075B6P5	R-HSA-2029482
1330	A0A075B6P5	R-HSA-2029485
1331	A0A075B6P5	R-HSA-2168880
1332	A0A075B6P5	R-HSA-2454202
1333	A0A075B6P5	R-HSA-2454202
1334	A0A075B6P5	R-HSA-2730905
1335	A0A075B6P5	R-HSA-2730905
1336	A0A075B6P5	R-HSA-2871796
1337	A0A075B6P5	R-HSA-2871809
1338	A0A075B6P5	R-HSA-2871809
1339	A0A075B6P5	R-HSA-2871837
1340	A0A075B6P5	R-HSA-5690714
1341	A0A075B6P5	R-HSA-9664323
1342	A0A075B6P5	R-HSA-9664323
1343	A0A075B6P5	R-HSA-9664422
1344	A0A075B6P5	R-HSA-9664422
1345	A0A075B6P5	R-HSA-9679191
1346	A0A075B6P5	R-HSA-977606
1347	A0A075B6P5	R-HSA-983695
1348	A0A075B6P5	R-HSA-983695
1349	A0A075B6S6	R-HSA-166663
1350	A0A075B6S6	R-HSA-173623
1351	A0A075B6S6	R-HSA-198933
1352	A0A075B6S6	R-HSA-202733
1353	A0A075B6S6	R-HSA-2029481
1354	A0A075B6S6	R-HSA-2029481
1355	A0A075B6S6	R-HSA-2029482
1356	A0A075B6S6	R-HSA-2029485
1357	A0A075B6S6	R-HSA-2168880
1358	A0A075B6S6	R-HSA-2454202
1359	A0A075B6S6	R-HSA-2454202
1360	A0A075B6S6	R-HSA-2730905
1361	A0A075B6S6	R-HSA-2730905
1362	A0A075B6S6	R-HSA-2871796
1363	A0A075B6S6	R-HSA-2871809
1364	A0A075B6S6	R-HSA-2871809
1365	A0A075B6S6	R-HSA-2871837
1366	A0A075B6S6	R-HSA-5690714
1367	A0A075B6S6	R-HSA-9664323
1368	A0A075B6S6	R-HSA-9664323
1369	A0A075B6S6	R-HSA-9664422
1370	A0A075B6S6	R-HSA-9664422
1371	A0A075B6S6	R-HSA-9679191
1372	A0A075B6S6	R-HSA-977606
1373	A0A075B6S6	R-HSA-983695
1374	A0A075B6S6	R-HSA-983695
1420	A0A096LP49	R-HSA-9013106
1709	A0A0A6YYK7	R-HSA-198933
1710	A0A0A6YYK7	R-HSA-202424
1711	A0A0A6YYK7	R-HSA-202427
1712	A0A0A6YYK7	R-HSA-202430
1713	A0A0A6YYK7	R-HSA-202433
1714	A0A0A6YYK7	R-HSA-389948
2246	A0A0C4DH25	R-HSA-166663
2247	A0A0C4DH25	R-HSA-173623
2248	A0A0C4DH25	R-HSA-198933
2249	A0A0C4DH25	R-HSA-202733
2250	A0A0C4DH25	R-HSA-2029481
2251	A0A0C4DH25	R-HSA-2029481
2252	A0A0C4DH25	R-HSA-2029482
2253	A0A0C4DH25	R-HSA-2029485
2254	A0A0C4DH25	R-HSA-2168880
2255	A0A0C4DH25	R-HSA-2454202
2256	A0A0C4DH25	R-HSA-2454202
2257	A0A0C4DH25	R-HSA-2730905
2258	A0A0C4DH25	R-HSA-2730905
2259	A0A0C4DH25	R-HSA-2871796
2260	A0A0C4DH25	R-HSA-2871809
2261	A0A0C4DH25	R-HSA-2871809
2262	A0A0C4DH25	R-HSA-2871837
2263	A0A0C4DH25	R-HSA-5690714
2264	A0A0C4DH25	R-HSA-9664323
2265	A0A0C4DH25	R-HSA-9664323
2266	A0A0C4DH25	R-HSA-9664422
2267	A0A0C4DH25	R-HSA-9664422
2268	A0A0C4DH25	R-HSA-9679191
2269	A0A0C4DH25	R-HSA-977606
2270	A0A0C4DH25	R-HSA-983695
2271	A0A0C4DH25	R-HSA-983695
2272	A0A0C4DH73	R-HSA-166663
2273	A0A0C4DH73	R-HSA-173623
2274	A0A0C4DH73	R-HSA-198933
2275	A0A0C4DH73	R-HSA-202733
2276	A0A0C4DH73	R-HSA-2029481
2277	A0A0C4DH73	R-HSA-2029481
2278	A0A0C4DH73	R-HSA-2029482
2279	A0A0C4DH73	R-HSA-2029485
2280	A0A0C4DH73	R-HSA-2168880
2281	A0A0C4DH73	R-HSA-2454202
2282	A0A0C4DH73	R-HSA-2454202
2283	A0A0C4DH73	R-HSA-2730905
2284	A0A0C4DH73	R-HSA-2730905
2285	A0A0C4DH73	R-HSA-2871796
2286	A0A0C4DH73	R-HSA-2871809
2287	A0A0C4DH73	R-HSA-2871809
2288	A0A0C4DH73	R-HSA-2871837
2289	A0A0C4DH73	R-HSA-5690714
2290	A0A0C4DH73	R-HSA-9664323
2291	A0A0C4DH73	R-HSA-9664323
2292	A0A0C4DH73	R-HSA-9664422
2293	A0A0C4DH73	R-HSA-9664422
2294	A0A0C4DH73	R-HSA-9679191
2295	A0A0C4DH73	R-HSA-977606
2296	A0A0C4DH73	R-HSA-983695
2297	A0A0C4DH73	R-HSA-983695
7919	A0A183	R-HSA-6809371
60785	A0AVF1	R-HSA-5620924
60786	A0AVF1	R-HSA-5620924
60787	A0AVI4	R-HSA-8866654
60788	A0AVK6	R-HSA-6804116
60789	A0AVT1	R-HSA-8866652
60790	A0AVT1	R-HSA-8866652
60791	A0AVT1	R-HSA-983168
60795	A0FGR8	R-HSA-1660662
60796	A0FGR9	R-HSA-1660662
60809	A0JLT2	R-HSA-1989781
60810	A0JLT2	R-HSA-381340
60811	A0JLT2	R-HSA-381340
61024	A0JNW5	R-HSA-9696270
61043	A0M8Q6	R-HSA-166663
61044	A0M8Q6	R-HSA-173623
61045	A0M8Q6	R-HSA-198933
61046	A0M8Q6	R-HSA-202733
61047	A0M8Q6	R-HSA-2029481
61048	A0M8Q6	R-HSA-2029481
61049	A0M8Q6	R-HSA-2029482
61050	A0M8Q6	R-HSA-2029485
61051	A0M8Q6	R-HSA-2168880
61052	A0M8Q6	R-HSA-2454202
61053	A0M8Q6	R-HSA-2454202
61054	A0M8Q6	R-HSA-2730905
61055	A0M8Q6	R-HSA-2730905
61056	A0M8Q6	R-HSA-2871796
61057	A0M8Q6	R-HSA-2871809
61058	A0M8Q6	R-HSA-2871809
61059	A0M8Q6	R-HSA-2871837
61060	A0M8Q6	R-HSA-5690714
61061	A0M8Q6	R-HSA-9664323
61062	A0M8Q6	R-HSA-9664323
61063	A0M8Q6	R-HSA-9664422
61064	A0M8Q6	R-HSA-9664422
61065	A0M8Q6	R-HSA-9679191
61066	A0M8Q6	R-HSA-977606
61067	A0M8Q6	R-HSA-983695
61068	A0M8Q6	R-HSA-983695
61128	A0MZ66	R-HSA-437239
61136	A0PJK1	R-HSA-189200
61233	A1A4S6	R-HSA-211728
61234	A1A4S6	R-HSA-8980692
61235	A1A4S6	R-HSA-9013148
61236	A1A4S6	R-HSA-9013149
61238	A1A580	R-HSA-6805567
61239	A1A5B4	R-HSA-2672351
61329	A1E959	R-HSA-977225
61340	A1IGU5	R-HSA-193648
61341	A1IGU5	R-HSA-416482
61371	A1L190	R-HSA-1221632
61478	A1L390	R-HSA-8980692
61479	A1L390	R-HSA-9013148
61480	A1L390	R-HSA-9013149
61481	A1L390	R-HSA-9013406
61482	A1L390	R-HSA-9013408
61484	A1L3X0	R-HSA-75876
61485	A1L4H1	R-HSA-3000471
62493	A2KUC3	R-HSA-166663
62494	A2KUC3	R-HSA-173623
62495	A2KUC3	R-HSA-198933
62496	A2KUC3	R-HSA-202733
62497	A2KUC3	R-HSA-2029481
62498	A2KUC3	R-HSA-2029481
62499	A2KUC3	R-HSA-2029482
62500	A2KUC3	R-HSA-2029485
62501	A2KUC3	R-HSA-2168880
62502	A2KUC3	R-HSA-2454202
62503	A2KUC3	R-HSA-2454202
62504	A2KUC3	R-HSA-2730905
62505	A2KUC3	R-HSA-2730905
62506	A2KUC3	R-HSA-2871796
62507	A2KUC3	R-HSA-2871809
62508	A2KUC3	R-HSA-2871809
62509	A2KUC3	R-HSA-2871837
62510	A2KUC3	R-HSA-5690714
62511	A2KUC3	R-HSA-9664323
62512	A2KUC3	R-HSA-9664323
62513	A2KUC3	R-HSA-9664422
62514	A2KUC3	R-HSA-9664422
62515	A2KUC3	R-HSA-9679191
62516	A2KUC3	R-HSA-977606
62517	A2KUC3	R-HSA-983695
62518	A2KUC3	R-HSA-983695
62522	A2NJV5	R-HSA-166663
62523	A2NJV5	R-HSA-173623
62524	A2NJV5	R-HSA-198933
62525	A2NJV5	R-HSA-202733
62526	A2NJV5	R-HSA-2029481
62527	A2NJV5	R-HSA-2029481
62528	A2NJV5	R-HSA-2029482
62529	A2NJV5	R-HSA-2029485
62530	A2NJV5	R-HSA-2168880
62531	A2NJV5	R-HSA-2454202
62532	A2NJV5	R-HSA-2454202
62533	A2NJV5	R-HSA-2730905
62534	A2NJV5	R-HSA-2730905
62535	A2NJV5	R-HSA-2871796
62536	A2NJV5	R-HSA-2871809
62537	A2NJV5	R-HSA-2871809
62538	A2NJV5	R-HSA-2871837
62539	A2NJV5	R-HSA-5690714
62540	A2NJV5	R-HSA-9664323
62541	A2NJV5	R-HSA-9664323
62542	A2NJV5	R-HSA-9664422
62543	A2NJV5	R-HSA-9664422
62544	A2NJV5	R-HSA-9679191
62545	A2NJV5	R-HSA-977606
62546	A2NJV5	R-HSA-983695
62547	A2NJV5	R-HSA-983695
62548	A2NXD2	R-HSA-166663
62549	A2NXD2	R-HSA-173623
62550	A2NXD2	R-HSA-198933
62551	A2NXD2	R-HSA-202733
62552	A2NXD2	R-HSA-2029481
62553	A2NXD2	R-HSA-2029481
62554	A2NXD2	R-HSA-2029482
62555	A2NXD2	R-HSA-2029485
62556	A2NXD2	R-HSA-2168880
62557	A2NXD2	R-HSA-2454202
62558	A2NXD2	R-HSA-2454202
62559	A2NXD2	R-HSA-2730905
62560	A2NXD2	R-HSA-2730905
62561	A2NXD2	R-HSA-2871796
62562	A2NXD2	R-HSA-2871809
62563	A2NXD2	R-HSA-2871809
62564	A2NXD2	R-HSA-2871837
62565	A2NXD2	R-HSA-5690714
62566	A2NXD2	R-HSA-9664323
62567	A2NXD2	R-HSA-9664323
62568	A2NXD2	R-HSA-9664422
62569	A2NXD2	R-HSA-9664422
62570	A2NXD2	R-HSA-9679191
62571	A2NXD2	R-HSA-977606
62572	A2NXD2	R-HSA-983695
62573	A2NXD2	R-HSA-983695
62574	A2RRD8	R-HSA-212436
62575	A2RRP1	R-HSA-6811434
62592	A2RU49	R-HSA-71064
62593	A2RUC4	R-HSA-6782861
62594	A2RUS2	R-HSA-8876198
62685	A2VDF0	R-HSA-6787639
62869	A2VEC9	R-HSA-5083635
62870	A2VEC9	R-HSA-5173214
62884	A3KFT3	R-HSA-9752946
63196	A4D1E1	R-HSA-212436
63197	A4D1P6	R-HSA-9013148
63198	A4D1S5	R-HSA-8873719
63199	A4D2G3	R-HSA-381753
63200	A4D2G3	R-HSA-381753
63201	A4D2G3	R-HSA-9752946
63434	A4GXA9	R-HSA-5693568
63435	A4GXA9	R-HSA-6783310
63937	A4UGR9	R-HSA-9662360
63938	A4UGR9	R-HSA-9662361
64015	A5D6W6	R-HSA-8964572
64173	A5D8V6	R-HSA-162588
64174	A5D8V6	R-HSA-174490
64175	A5D8V6	R-HSA-917729
64176	A5D8V6	R-HSA-9610379
64177	A5D8V6	R-HSA-9615710
64370	A5LHX3	R-HSA-1169091
64371	A5LHX3	R-HSA-1234176
64372	A5LHX3	R-HSA-1236974
64373	A5LHX3	R-HSA-1236978
64374	A5LHX3	R-HSA-174113
64375	A5LHX3	R-HSA-174154
64376	A5LHX3	R-HSA-174178
64377	A5LHX3	R-HSA-174184
64378	A5LHX3	R-HSA-180534
64379	A5LHX3	R-HSA-180585
64380	A5LHX3	R-HSA-195253
64381	A5LHX3	R-HSA-202424
64382	A5LHX3	R-HSA-211733
64383	A5LHX3	R-HSA-2467813
64384	A5LHX3	R-HSA-2871837
64385	A5LHX3	R-HSA-349425
64386	A5LHX3	R-HSA-350562
64387	A5LHX3	R-HSA-382556
64388	A5LHX3	R-HSA-450408
64389	A5LHX3	R-HSA-4608870
64390	A5LHX3	R-HSA-4641257
64391	A5LHX3	R-HSA-4641258
64392	A5LHX3	R-HSA-5358346
64393	A5LHX3	R-HSA-5362768
64394	A5LHX3	R-HSA-5607761
64395	A5LHX3	R-HSA-5607764
64396	A5LHX3	R-HSA-5610780
64397	A5LHX3	R-HSA-5610783
64398	A5LHX3	R-HSA-5610785
64399	A5LHX3	R-HSA-5632684
64400	A5LHX3	R-HSA-5658442
64401	A5LHX3	R-HSA-5668541
64402	A5LHX3	R-HSA-5676590
64403	A5LHX3	R-HSA-5678895
64404	A5LHX3	R-HSA-5687128
64405	A5LHX3	R-HSA-5689603
64406	A5LHX3	R-HSA-5689880
64407	A5LHX3	R-HSA-68949
64408	A5LHX3	R-HSA-69017
64409	A5LHX3	R-HSA-69481
64410	A5LHX3	R-HSA-69601
64411	A5LHX3	R-HSA-75815
64412	A5LHX3	R-HSA-8852276
64413	A5LHX3	R-HSA-8854050
64414	A5LHX3	R-HSA-8939236
64415	A5LHX3	R-HSA-8939902
64416	A5LHX3	R-HSA-8948751
64417	A5LHX3	R-HSA-8951664
64418	A5LHX3	R-HSA-9010553
64419	A5LHX3	R-HSA-9020702
64420	A5LHX3	R-HSA-9755511
64421	A5LHX3	R-HSA-983168
64668	A5PL33	R-HSA-212436
64684	A5PLK6	R-HSA-416476
64685	A5PLK6	R-HSA-418594
64686	A5PLK6	R-HSA-418597
64687	A5PLN9	R-HSA-8876198
64912	A5X5Y0	R-HSA-112314
64913	A5YKK6	R-HSA-429947
64914	A5YKK6	R-HSA-6804115
64915	A5YM69	R-HSA-193648
64916	A5YM69	R-HSA-416482
64917	A5YM72	R-HSA-70921
65101	A6H8Y1	R-HSA-749476
65102	A6H8Y1	R-HSA-76061
65103	A6H8Y1	R-HSA-76061
65104	A6H8Y1	R-HSA-76066
65105	A6H8Y1	R-HSA-76066
65106	A6H8Y1	R-HSA-76071
65107	A6H8Y1	R-HSA-76071
65135	A6NCV1	R-HSA-9752946
65136	A6NCW0	R-HSA-5689880
65137	A6NCW7	R-HSA-5689880
65138	A6ND01	R-HSA-163125
65139	A6ND48	R-HSA-9752946
65140	A6NDG6	R-HSA-70171
65141	A6NDH6	R-HSA-9752946
65142	A6NDL8	R-HSA-9752946
65143	A6NDX5	R-HSA-212436
65144	A6NET4	R-HSA-9752946
65145	A6NF89	R-HSA-9752946
65146	A6NFC9	R-HSA-9752946
65147	A6NFH5	R-HSA-163560
65148	A6NFK2	R-HSA-9662360
65149	A6NFK2	R-HSA-9662361
65150	A6NGB9	R-HSA-2029482
65151	A6NGB9	R-HSA-2029482
65152	A6NGB9	R-HSA-5663213
65153	A6NGB9	R-HSA-5663213
65154	A6NGB9	R-HSA-9013148
65155	A6NGB9	R-HSA-9013149
65156	A6NGB9	R-HSA-9664422
65157	A6NGB9	R-HSA-9664422
65158	A6NGU5	R-HSA-174403
65159	A6NGU5	R-HSA-5423646
65160	A6NGU5	R-HSA-9753281
65161	A6NGY5	R-HSA-9752946
65162	A6NH00	R-HSA-9752946
65163	A6NH21	R-HSA-977347
65164	A6NHA9	R-HSA-9752946
65165	A6NHC0	R-HSA-1474228
65166	A6NHG9	R-HSA-9752946
65167	A6NHJ4	R-HSA-212436
65168	A6NHL2	R-HSA-1445148
65169	A6NHL2	R-HSA-190840
65170	A6NHL2	R-HSA-190861
65171	A6NHL2	R-HSA-2132295
65172	A6NHL2	R-HSA-2467813
65173	A6NHL2	R-HSA-2500257
65174	A6NHL2	R-HSA-3371497
65175	A6NHL2	R-HSA-380320
65176	A6NHL2	R-HSA-389960
65177	A6NHL2	R-HSA-389977
65178	A6NHL2	R-HSA-437239
65179	A6NHL2	R-HSA-437239
65180	A6NHL2	R-HSA-5617833
65181	A6NHL2	R-HSA-5626467
65182	A6NHL2	R-HSA-5663220
65183	A6NHL2	R-HSA-6807878
65184	A6NHL2	R-HSA-6811434
65185	A6NHL2	R-HSA-6811436
65186	A6NHL2	R-HSA-68877
65187	A6NHL2	R-HSA-8852276
65188	A6NHL2	R-HSA-8955332
65189	A6NHL2	R-HSA-8955332
65190	A6NHL2	R-HSA-9609690
65191	A6NHL2	R-HSA-9609736
65192	A6NHL2	R-HSA-9619483
65193	A6NHL2	R-HSA-9646399
65194	A6NHL2	R-HSA-9646399
65195	A6NHL2	R-HSA-9648025
65196	A6NHL2	R-HSA-9668328
65197	A6NHL2	R-HSA-983189
65198	A6NHX0	R-HSA-9639288
65199	A6NI28	R-HSA-8980692
65200	A6NI28	R-HSA-9013148
65201	A6NI28	R-HSA-9013149
65202	A6NI28	R-HSA-9013404
65203	A6NI28	R-HSA-9013423
65204	A6NI73	R-HSA-198933
65205	A6NIH7	R-HSA-5624138
65206	A6NIJ9	R-HSA-9752946
65207	A6NIX2	R-HSA-1234176
65208	A6NIX2	R-HSA-1234176
65209	A6NJZ3	R-HSA-9752946
65210	A6NK53	R-HSA-212436
65211	A6NK58	R-HSA-389661
65212	A6NK59	R-HSA-8951664
65213	A6NK59	R-HSA-983168
65214	A6NKK0	R-HSA-9752946
65215	A6NL08	R-HSA-9752946
65216	A6NL26	R-HSA-9752946
65217	A6NM03	R-HSA-9752946
65218	A6NM76	R-HSA-9752946
65219	A6NMB1	R-HSA-2172127
65220	A6NMS3	R-HSA-9752946
65221	A6NMU1	R-HSA-9752946
65222	A6NMZ5	R-HSA-9752946
65223	A6NMZ7	R-HSA-1442490
65224	A6NMZ7	R-HSA-1650814
65225	A6NMZ7	R-HSA-186797
65226	A6NMZ7	R-HSA-2022090
65227	A6NMZ7	R-HSA-216083
65228	A6NMZ7	R-HSA-3000178
65229	A6NMZ7	R-HSA-3000178
65230	A6NMZ7	R-HSA-419037
65231	A6NMZ7	R-HSA-8948216
65232	A6NN14	R-HSA-212436
65233	A6NND4	R-HSA-381753
65234	A6NND4	R-HSA-381753
65235	A6NND4	R-HSA-9752946
65236	A6NNF4	R-HSA-212436
65237	A6NNM8	R-HSA-8955332
65238	A6NNZ2	R-HSA-1445148
65239	A6NNZ2	R-HSA-190840
65240	A6NNZ2	R-HSA-190861
65241	A6NNZ2	R-HSA-2132295
65242	A6NNZ2	R-HSA-2467813
65243	A6NNZ2	R-HSA-2500257
65244	A6NNZ2	R-HSA-3371497
65245	A6NNZ2	R-HSA-380320
65246	A6NNZ2	R-HSA-437239
65247	A6NNZ2	R-HSA-437239
65248	A6NNZ2	R-HSA-5617833
65249	A6NNZ2	R-HSA-5626467
65250	A6NNZ2	R-HSA-5663220
65251	A6NNZ2	R-HSA-6807878
65252	A6NNZ2	R-HSA-6811434
65253	A6NNZ2	R-HSA-6811436
65254	A6NNZ2	R-HSA-68877
65255	A6NNZ2	R-HSA-8852276
65256	A6NNZ2	R-HSA-8955332
65257	A6NNZ2	R-HSA-8955332
65258	A6NNZ2	R-HSA-9609690
65259	A6NNZ2	R-HSA-9609736
65260	A6NNZ2	R-HSA-9619483
65261	A6NNZ2	R-HSA-9646399
65262	A6NNZ2	R-HSA-9646399
65263	A6NNZ2	R-HSA-9648025
65264	A6NNZ2	R-HSA-9668328
65265	A6NNZ2	R-HSA-983189
65266	A6NP11	R-HSA-212436
65269	A6PVC2	R-HSA-8955332
65844	A7E2V4	R-HSA-9010553
65877	A7KAX9	R-HSA-8980692
65878	A7KAX9	R-HSA-9013026
65879	A7KAX9	R-HSA-9013106
65880	A7KAX9	R-HSA-9013148
65881	A7KAX9	R-HSA-9013149
65882	A7KAX9	R-HSA-9013404
65883	A7KAX9	R-HSA-9013405
65884	A7KAX9	R-HSA-9013406
65885	A7KAX9	R-HSA-9013408
65886	A7KAX9	R-HSA-9013409
65887	A7KAX9	R-HSA-9013423
65888	A7KAX9	R-HSA-9035034
66121	A7MBM2	R-HSA-5362798
66122	A7MBM2	R-HSA-5362798
66400	A8CG34	R-HSA-1169408
66401	A8CG34	R-HSA-159227
66402	A8CG34	R-HSA-159230
66403	A8CG34	R-HSA-159231
66404	A8CG34	R-HSA-159236
66405	A8CG34	R-HSA-165054
66406	A8CG34	R-HSA-168271
66407	A8CG34	R-HSA-168276
66408	A8CG34	R-HSA-168325
66409	A8CG34	R-HSA-168333
66410	A8CG34	R-HSA-170822
66411	A8CG34	R-HSA-180746
66412	A8CG34	R-HSA-180910
66413	A8CG34	R-HSA-191859
66414	A8CG34	R-HSA-3108214
66415	A8CG34	R-HSA-3232142
66416	A8CG34	R-HSA-3301854
66417	A8CG34	R-HSA-3371453
66418	A8CG34	R-HSA-4085377
66419	A8CG34	R-HSA-4551638
66420	A8CG34	R-HSA-4570464
66421	A8CG34	R-HSA-4615885
66422	A8CG34	R-HSA-4615885
66423	A8CG34	R-HSA-5578749
66424	A8CG34	R-HSA-5619107
66425	A8CG34	R-HSA-6784531
66426	A8CG34	R-HSA-9609690
66427	A8CG34	R-HSA-9610379
66428	A8CG34	R-HSA-9705671
66740	A8K0R7	R-HSA-212436
66741	A8K4G0	R-HSA-198933
66742	A8K4G0	R-HSA-2172127
66743	A8K7I4	R-HSA-2672351
66744	A8K855	R-HSA-5635838
66745	A8K8P3	R-HSA-2565942
66746	A8K8P3	R-HSA-380259
66747	A8K8P3	R-HSA-380270
66748	A8K8P3	R-HSA-380284
66749	A8K8P3	R-HSA-380320
66750	A8K8P3	R-HSA-5620912
66751	A8K8P3	R-HSA-8854518
66752	A8K8V0	R-HSA-212436
66847	A8MPY1	R-HSA-977443
66848	A8MQ27	R-HSA-2122948
66849	A8MQ27	R-HSA-2644606
66850	A8MQ27	R-HSA-2691232
66851	A8MQ27	R-HSA-2894862
66852	A8MQ27	R-HSA-2979096
66853	A8MQ27	R-HSA-9013507
66854	A8MT69	R-HSA-606279
66855	A8MT69	R-HSA-6783310
66856	A8MTJ3	R-HSA-170670
66857	A8MTJ3	R-HSA-170670
66858	A8MTJ3	R-HSA-381771
66859	A8MTJ3	R-HSA-392170
66860	A8MTJ3	R-HSA-418555
66861	A8MTJ3	R-HSA-418594
66862	A8MTJ3	R-HSA-418594
66863	A8MTJ3	R-HSA-418597
66864	A8MTJ3	R-HSA-9009391
66865	A8MTJ3	R-HSA-9634597
66866	A8MTJ3	R-HSA-9660821
66867	A8MTJ3	R-HSA-9717207
66868	A8MTJ3	R-HSA-9717207
66869	A8MTY0	R-HSA-212436
66870	A8MTY7	R-HSA-6805567
66871	A8MTZ0	R-HSA-5620922
66872	A8MUK1	R-HSA-5689880
66873	A8MUV8	R-HSA-212436
66874	A8MUX0	R-HSA-6805567
66875	A8MUZ8	R-HSA-212436
66876	A8MVA2	R-HSA-6805567
66877	A8MVX0	R-HSA-193648
66878	A8MVX0	R-HSA-416482
66879	A8MWA4	R-HSA-212436
66880	A8MX34	R-HSA-6805567
66881	A8MX76	R-HSA-1474228
66882	A8MXD5	R-HSA-9662360
66883	A8MXD5	R-HSA-9662361
66884	A8MXU0	R-HSA-1461957
66885	A8MXV4	R-HSA-390918
66886	A8MXV4	R-HSA-9033241
66887	A8MXV4	R-HSA-9033241
66888	A8MXY4	R-HSA-212436
66889	A8MXZ3	R-HSA-6805567
66890	A8MYU2	R-HSA-1300642
66891	A8MYZ6	R-HSA-198693
66892	A8MYZ6	R-HSA-5674400
66893	A8MYZ6	R-HSA-9614399
66894	A8MYZ6	R-HSA-9615017
66900	A8TX70	R-HSA-1442490
66901	A8TX70	R-HSA-1650814
66902	A8TX70	R-HSA-186797
66903	A8TX70	R-HSA-2022090
66904	A8TX70	R-HSA-216083
66905	A8TX70	R-HSA-3000178
66906	A8TX70	R-HSA-3000178
66907	A8TX70	R-HSA-419037
66908	A8TX70	R-HSA-8948216
67269	A9QM74	R-HSA-1169408
67270	A9QM74	R-HSA-168276
67380	A9YTQ3	R-HSA-1989781
67381	A9YTQ3	R-HSA-211945
67382	A9YTQ3	R-HSA-211976
67383	A9YTQ3	R-HSA-211981
67384	A9YTQ3	R-HSA-8937144
68689	B0YJ81	R-HSA-75876
68694	B1AK53	R-HSA-9662360
68695	B1AK53	R-HSA-9662361
68878	B1NKT1	R-HSA-8983711
69267	B2RTY4	R-HSA-8980692
69268	B2RTY4	R-HSA-9013026
69269	B2RTY4	R-HSA-9013424
69985	B4DX44	R-HSA-212436
69986	B4DXR9	R-HSA-212436
70505	B6A8C7	R-HSA-6798695
70790	B7ZC32	R-HSA-6811434
70791	B7ZC32	R-HSA-983189
72066	C9J2P7	R-HSA-5689880
72067	C9JJH3	R-HSA-5689880
72068	C9JLJ4	R-HSA-5689880
72069	C9JPN9	R-HSA-5689880
72070	C9JR72	R-HSA-8951664
72071	C9JR72	R-HSA-983168
72072	C9JRZ8	R-HSA-193144
72073	C9JVI0	R-HSA-5689880
77031	D6R901	R-HSA-5689880
77032	D6R9N7	R-HSA-5689880
77033	D6RA61	R-HSA-5689880
77034	D6RBQ6	R-HSA-5689880
77035	D6RCP7	R-HSA-5689880
77036	D6RJB6	R-HSA-5689880
122816	F5H8Q3	R-HSA-9610379
122817	F5H8R0	R-HSA-9610379
122818	F5H8R6	R-HSA-9609690
122819	F5H8R6	R-HSA-9610379
122820	F5H8S6	R-HSA-9609690
122821	F5H991	R-HSA-9609690
122822	F5H9F9	R-HSA-9609690
122823	F5H9F9	R-HSA-9610379
122824	F5H9I4	R-HSA-9609690
122825	F5H9N4	R-HSA-9609690
122826	F5H9N4	R-HSA-9610379
122827	F5H9N9	R-HSA-9609690
122828	F5H9T4	R-HSA-9610379
122829	F5HA06	R-HSA-9610379
122830	F5HA10	R-HSA-9609690
122831	F5HA10	R-HSA-9610379
122832	F5HA93	R-HSA-9609690
122833	F5HA93	R-HSA-9610379
122834	F5HAC7	R-HSA-9609690
122835	F5HAC7	R-HSA-9610379
122836	F5HAE6	R-HSA-9610379
122837	F5HAM0	R-HSA-9610379
122838	F5HAR3	R-HSA-9609690
122839	F5HAS7	R-HSA-9610379
122840	F5HAY6	R-HSA-9609690
122841	F5HAY6	R-HSA-9610379
122842	F5HAZ3	R-HSA-9609690
122843	F5HAZ3	R-HSA-9610379
122844	F5HB40	R-HSA-9609690
122845	F5HB40	R-HSA-9610379
122846	F5HB41	R-HSA-9609690
122847	F5HB52	R-HSA-9609690
122848	F5HB53	R-HSA-9609690
122849	F5HB53	R-HSA-9610379
122850	F5HBC6	R-HSA-9609690
122851	F5HBC6	R-HSA-9610379
122852	F5HBR4	R-HSA-9609690
122853	F5HBR4	R-HSA-9610379
122854	F5HBX1	R-HSA-9610379
122855	F5HC14	R-HSA-9609690
122856	F5HC16	R-HSA-9609690
122857	F5HC33	R-HSA-9609690
122858	F5HC71	R-HSA-9609690
122859	F5HC71	R-HSA-9610379
122860	F5HC79	R-HSA-9610379
122861	F5HC97	R-HSA-9609690
122862	F5HC97	R-HSA-9610379
122863	F5HCH8	R-HSA-9609690
122864	F5HCH8	R-HSA-9610379
122865	F5HCM1	R-HSA-9609690
122866	F5HCP3	R-HSA-9609690
122867	F5HCP3	R-HSA-9610379
122868	F5HCU8	R-HSA-9610379
122869	F5HD03	R-HSA-9610379
122870	F5HD27	R-HSA-9610379
122871	F5HD92	R-HSA-9609690
122872	F5HDC7	R-HSA-9609690
122873	F5HDC7	R-HSA-9610379
122874	F5HDK1	R-HSA-9609690
122875	F5HDM3	R-HSA-9609690
122876	F5HDM3	R-HSA-9610379
122877	F5HDQ6	R-HSA-9609690
122878	F5HDQ6	R-HSA-9610379
122879	F5HE05	R-HSA-9609690
122880	F5HE12	R-HSA-9609690
122881	F5HE12	R-HSA-9610379
122882	F5HE44	R-HSA-9609690
122883	F5HE69	R-HSA-9609690
122884	F5HEA3	R-HSA-9609690
122885	F5HEA3	R-HSA-9610379
122886	F5HEF3	R-HSA-9609690
122887	F5HEN7	R-HSA-9609690
122888	F5HEN7	R-HSA-9610379
