parent	child
R-HSA-9006931	R-HSA-8939211
R-HSA-9006931	R-HSA-9024446
R-HSA-9006934	R-HSA-1227986
R-HSA-9006934	R-HSA-1236394
R-HSA-9006934	R-HSA-1433557
R-HSA-9006934	R-HSA-166520
R-HSA-9006934	R-HSA-177929
R-HSA-9006934	R-HSA-186797
R-HSA-9006934	R-HSA-190236
R-HSA-9006934	R-HSA-194138
R-HSA-9006934	R-HSA-201556
R-HSA-9006934	R-HSA-2404192
R-HSA-9006934	R-HSA-6806834
R-HSA-9006934	R-HSA-74752
R-HSA-9006934	R-HSA-8852405
R-HSA-9006936	R-HSA-1502540
R-HSA-9006936	R-HSA-170834
R-HSA-9006936	R-HSA-201451
R-HSA-9007101	R-HSA-8854214
R-HSA-9007101	R-HSA-8876198
R-HSA-9009391	R-HSA-9634635
R-HSA-9009391	R-HSA-9634638
R-HSA-901042	R-HSA-901032
R-HSA-9012852	R-HSA-9013507
R-HSA-9012852	R-HSA-9013508
R-HSA-9012999	R-HSA-8980692
R-HSA-9012999	R-HSA-9013026
R-HSA-9012999	R-HSA-9013106
R-HSA-9012999	R-HSA-9013148
R-HSA-9012999	R-HSA-9013149
R-HSA-9012999	R-HSA-9013404
R-HSA-9012999	R-HSA-9013405
R-HSA-9012999	R-HSA-9013406
R-HSA-9012999	R-HSA-9013407
R-HSA-9012999	R-HSA-9013408
R-HSA-9012999	R-HSA-9013409
R-HSA-9012999	R-HSA-9013420
R-HSA-9012999	R-HSA-9013423
R-HSA-9012999	R-HSA-9013424
R-HSA-9012999	R-HSA-9035034
R-HSA-9012999	R-HSA-9696264
R-HSA-9012999	R-HSA-9696270
R-HSA-9012999	R-HSA-9696273
R-HSA-9012999	R-HSA-9706574
R-HSA-9013507	R-HSA-9017802
R-HSA-9013694	R-HSA-9013695
R-HSA-9013694	R-HSA-9013700
R-HSA-9013694	R-HSA-9604323
R-HSA-9018677	R-HSA-9018676
R-HSA-9018677	R-HSA-9018681
R-HSA-9018677	R-HSA-9018682
R-HSA-9018677	R-HSA-9020265
R-HSA-9018677	R-HSA-9026395
R-HSA-9018678	R-HSA-2142700
R-HSA-9018678	R-HSA-9018677
R-HSA-9018678	R-HSA-9018679
R-HSA-9018678	R-HSA-9018683
R-HSA-9018678	R-HSA-9027604
R-HSA-9018679	R-HSA-9018896
R-HSA-9018679	R-HSA-9023661
R-HSA-9018682	R-HSA-9027307
R-HSA-9018683	R-HSA-9025094
R-HSA-9018683	R-HSA-9025106
R-HSA-9020591	R-HSA-8950505
R-HSA-9020702	R-HSA-445989
R-HSA-9020702	R-HSA-5684264
R-HSA-9024446	R-HSA-9029558
R-HSA-9024446	R-HSA-9029569
R-HSA-9024446	R-HSA-9031525
R-HSA-9024446	R-HSA-9031528
R-HSA-9024446	R-HSA-9623433
R-HSA-9024446	R-HSA-9632974
R-HSA-9025094	R-HSA-9026286
R-HSA-9025094	R-HSA-9026290
R-HSA-9025094	R-HSA-9026403
R-HSA-9026395	R-HSA-9026762
R-HSA-9026395	R-HSA-9026766
R-HSA-9032500	R-HSA-9032759
R-HSA-9033241	R-HSA-9033500
R-HSA-9033658	R-HSA-9033807
R-HSA-9033658	R-HSA-9037628
R-HSA-9033658	R-HSA-9037629
R-HSA-9034015	R-HSA-9034013
R-HSA-9034015	R-HSA-9034793
R-HSA-9034015	R-HSA-9034864
R-HSA-9034015	R-HSA-9603381
R-HSA-9034015	R-HSA-9603505
R-HSA-9036866	R-HSA-167060
R-HSA-909733	R-HSA-912694
R-HSA-913531	R-HSA-1169410
R-HSA-913531	R-HSA-877300
R-HSA-913531	R-HSA-909733
R-HSA-913709	R-HSA-977068
R-HSA-917937	R-HSA-917977
R-HSA-927802	R-HSA-975956
R-HSA-927802	R-HSA-975957
R-HSA-937061	R-HSA-2562578
R-HSA-937061	R-HSA-445989
R-HSA-937061	R-HSA-450294
R-HSA-937061	R-HSA-936964
R-HSA-937061	R-HSA-937041
R-HSA-937061	R-HSA-937072
R-HSA-948021	R-HSA-199977
R-HSA-948021	R-HSA-964739
R-HSA-948021	R-HSA-975576
R-HSA-9605308	R-HSA-9605310
R-HSA-9605308	R-HSA-9616333
R-HSA-9605308	R-HSA-9616334
R-HSA-9605308	R-HSA-9629232
R-HSA-9605308	R-HSA-9656249
R-HSA-9605310	R-HSA-9608287
R-HSA-9605310	R-HSA-9608290
R-HSA-9607240	R-HSA-9645135
R-HSA-9607240	R-HSA-9706369
R-HSA-9607240	R-HSA-9706374
R-HSA-9609507	R-HSA-1268020
R-HSA-9609507	R-HSA-9033241
R-HSA-9609507	R-HSA-9603798
R-HSA-9609507	R-HSA-9609523
R-HSA-9609646	R-HSA-9609690
R-HSA-9609646	R-HSA-9610379
R-HSA-9612973	R-HSA-1632852
R-HSA-9612973	R-HSA-9613829
R-HSA-9612973	R-HSA-9615710
R-HSA-9614085	R-HSA-9614399
R-HSA-9614085	R-HSA-9614657
R-HSA-9614085	R-HSA-9615017
R-HSA-9614085	R-HSA-9617629
R-HSA-9614085	R-HSA-9617828
R-HSA-9616333	R-HSA-9630221
R-HSA-9616333	R-HSA-9630222
R-HSA-9630747	R-HSA-9630750
R-HSA-9630747	R-HSA-9632693
R-HSA-9630747	R-HSA-9646303
R-HSA-9630747	R-HSA-9646304
R-HSA-9630750	R-HSA-9630791
R-HSA-9630750	R-HSA-9630794
R-HSA-9632693	R-HSA-9632697
R-HSA-9632693	R-HSA-9632700
R-HSA-9635486	R-HSA-1222499
R-HSA-9635486	R-HSA-9637628
R-HSA-9635486	R-HSA-9637679
R-HSA-9635486	R-HSA-9637690
R-HSA-9635486	R-HSA-9639775
R-HSA-9637679	R-HSA-9637698
R-HSA-9637687	R-HSA-9636249
R-HSA-9637687	R-HSA-9636383
R-HSA-9637687	R-HSA-9636467
R-HSA-9637690	R-HSA-9635465
R-HSA-9637690	R-HSA-9635644
R-HSA-9637690	R-HSA-9636569
R-HSA-9637690	R-HSA-9636667
R-HSA-9637690	R-HSA-9637687
R-HSA-9645723	R-HSA-9693928
R-HSA-9645723	R-HSA-9710421
R-HSA-9645723	R-HSA-9734009
R-HSA-964739	R-HSA-964827
R-HSA-9649913	R-HSA-9753510
R-HSA-9649913	R-HSA-9753512
R-HSA-9651496	R-HSA-9657688
R-HSA-9651496	R-HSA-9657689
R-HSA-9651496	R-HSA-9662001
R-HSA-9651496	R-HSA-9668250
R-HSA-9651496	R-HSA-9672383
R-HSA-9656249	R-HSA-9656255
R-HSA-9656249	R-HSA-9656256
R-HSA-9656249	R-HSA-9657050
R-HSA-9658195	R-HSA-9664407
R-HSA-9658195	R-HSA-9664420
R-HSA-9658195	R-HSA-9664424
R-HSA-9658195	R-HSA-9664433
R-HSA-9659379	R-HSA-9662360
R-HSA-9659379	R-HSA-9662361
R-HSA-9659787	R-HSA-9661069
R-HSA-9659787	R-HSA-9661070
R-HSA-9660537	R-HSA-9726840
R-HSA-9660537	R-HSA-9726842
R-HSA-9662001	R-HSA-9672387
R-HSA-9662001	R-HSA-9672391
R-HSA-9662001	R-HSA-9672393
R-HSA-9662001	R-HSA-9672395
R-HSA-9662001	R-HSA-9672396
R-HSA-9662001	R-HSA-9672397
R-HSA-9662001	R-HSA-9674519
R-HSA-9662361	R-HSA-9667769
R-HSA-9662851	R-HSA-9660821
R-HSA-9662851	R-HSA-9662834
R-HSA-9662851	R-HSA-9664323
R-HSA-9662851	R-HSA-9664535
R-HSA-9663891	R-HSA-5205647
R-HSA-9663891	R-HSA-9613354
R-HSA-9663891	R-HSA-9646399
R-HSA-9663891	R-HSA-9664873
R-HSA-9664407	R-HSA-9664417
R-HSA-9664417	R-HSA-9664422
R-HSA-9664420	R-HSA-9673324
R-HSA-9664424	R-HSA-9660826
R-HSA-9664433	R-HSA-9662851
R-HSA-9665230	R-HSA-9665233
R-HSA-9665230	R-HSA-9665244
R-HSA-9665230	R-HSA-9665245
R-HSA-9665230	R-HSA-9665246
R-HSA-9665230	R-HSA-9665247
R-HSA-9665230	R-HSA-9665249
R-HSA-9665230	R-HSA-9665250
R-HSA-9665230	R-HSA-9665251
R-HSA-9668250	R-HSA-9673202
R-HSA-9668250	R-HSA-9673218
R-HSA-9668250	R-HSA-9673221
R-HSA-9668250	R-HSA-9673240
R-HSA-9669937	R-HSA-9669914
R-HSA-9669937	R-HSA-9669917
R-HSA-9669937	R-HSA-9669924
R-HSA-9669937	R-HSA-9669926
R-HSA-9669937	R-HSA-9669929
R-HSA-9669937	R-HSA-9669934
R-HSA-9669937	R-HSA-9669936
R-HSA-9669938	R-HSA-9669921
R-HSA-9669938	R-HSA-9669933
R-HSA-9669938	R-HSA-9669935
R-HSA-9669938	R-HSA-9669937
R-HSA-9669938	R-HSA-9670439
R-HSA-9669938	R-HSA-9680187
R-HSA-9670621	R-HSA-9670613
R-HSA-9670621	R-HSA-9670615
R-HSA-9671555	R-HSA-9673766
R-HSA-9671555	R-HSA-9673767
R-HSA-9671555	R-HSA-9673768
R-HSA-9671555	R-HSA-9673770
R-HSA-9671555	R-HSA-9674415
R-HSA-9671555	R-HSA-9674428
R-HSA-9671793	R-HSA-9651496
R-HSA-9673013	R-HSA-9006821
R-HSA-9674415	R-HSA-9674396
R-HSA-9674415	R-HSA-9674401
R-HSA-9674415	R-HSA-9674403
R-HSA-9674415	R-HSA-9674404
R-HSA-9674555	R-HSA-9705462
R-HSA-9675108	R-HSA-422475
R-HSA-9675108	R-HSA-9619665
R-HSA-9675126	R-HSA-9673013
R-HSA-9675126	R-HSA-9687139
R-HSA-9675132	R-HSA-9630747
R-HSA-9675135	R-HSA-5423599
R-HSA-9675135	R-HSA-9605308
R-HSA-9675135	R-HSA-9675136
R-HSA-9675136	R-HSA-9663199
R-HSA-9675136	R-HSA-9699150
R-HSA-9675136	R-HSA-9701190
R-HSA-9675136	R-HSA-9701192
R-HSA-9675136	R-HSA-9701193
R-HSA-9675143	R-HSA-2474795
R-HSA-9675151	R-HSA-9697154
R-HSA-9678108	R-HSA-9678110
R-HSA-9678108	R-HSA-9679504
R-HSA-9678108	R-HSA-9679509
R-HSA-9678108	R-HSA-9679514
R-HSA-9678108	R-HSA-9683701
R-HSA-9678108	R-HSA-9767675
R-HSA-9679504	R-HSA-9683439
R-HSA-9679504	R-HSA-9684325
R-HSA-9679506	R-HSA-9678108
R-HSA-9679506	R-HSA-9679191
R-HSA-9679506	R-HSA-9694516
R-HSA-9679514	R-HSA-9682706
R-HSA-9679514	R-HSA-9682708
R-HSA-9682385	R-HSA-9702506
R-HSA-9682385	R-HSA-9702509
R-HSA-9682385	R-HSA-9703465
R-HSA-9682385	R-HSA-9703648
R-HSA-9682385	R-HSA-9706377
R-HSA-9683701	R-HSA-9683610
R-HSA-9683701	R-HSA-9683612
R-HSA-9683701	R-HSA-9683673
R-HSA-9683701	R-HSA-9683683
R-HSA-9683701	R-HSA-9683686
R-HSA-9687139	R-HSA-9659787
R-HSA-9687139	R-HSA-9687136
R-HSA-9694516	R-HSA-9705683
R-HSA-9694516	R-HSA-9772572
R-HSA-9694516	R-HSA-9772573
R-HSA-9694635	R-HSA-9694493
R-HSA-9694635	R-HSA-9694548
R-HSA-9694635	R-HSA-9694594
R-HSA-9694635	R-HSA-9694631
R-HSA-9694635	R-HSA-9694719
R-HSA-9694676	R-HSA-9694271
R-HSA-9694676	R-HSA-9694301
R-HSA-9694682	R-HSA-9694686
R-HSA-9694682	R-HSA-9694786
R-HSA-9697154	R-HSA-9005895
R-HSA-9700206	R-HSA-9700645
R-HSA-9700206	R-HSA-9700649
R-HSA-9700206	R-HSA-9725370
R-HSA-9700649	R-HSA-9717264
R-HSA-9700649	R-HSA-9717301
R-HSA-9700649	R-HSA-9717316
R-HSA-9700649	R-HSA-9717319
R-HSA-9700649	R-HSA-9717323
R-HSA-9700649	R-HSA-9717326
R-HSA-9700649	R-HSA-9717329
R-HSA-9701190	R-HSA-9709275
R-HSA-9701190	R-HSA-9709570
R-HSA-9701190	R-HSA-9709603
R-HSA-9701190	R-HSA-9763198
R-HSA-9701193	R-HSA-9704331
R-HSA-9701193	R-HSA-9704646
R-HSA-9702506	R-HSA-9702569
R-HSA-9702506	R-HSA-9702577
R-HSA-9702506	R-HSA-9702581
R-HSA-9702506	R-HSA-9702590
R-HSA-9702506	R-HSA-9702596
R-HSA-9702506	R-HSA-9702600
R-HSA-9702506	R-HSA-9702605
R-HSA-9702506	R-HSA-9702614
R-HSA-9702506	R-HSA-9702620
R-HSA-9702506	R-HSA-9702624
R-HSA-9702506	R-HSA-9702632
R-HSA-9702506	R-HSA-9702636
R-HSA-9702506	R-HSA-9702998
R-HSA-9702506	R-HSA-9703009
R-HSA-9703648	R-HSA-9702518
R-HSA-9705683	R-HSA-9705671
R-HSA-9705683	R-HSA-9705677
R-HSA-9705683	R-HSA-9754560
R-HSA-9705683	R-HSA-9754678
R-HSA-9705683	R-HSA-9755779
R-HSA-9706574	R-HSA-9013418
R-HSA-9706574	R-HSA-9013422
R-HSA-9707564	R-HSA-9707587
R-HSA-9709957	R-HSA-2187338
R-HSA-9709957	R-HSA-381753
R-HSA-9709957	R-HSA-9659379
R-HSA-9709957	R-HSA-9717189
R-HSA-9711097	R-HSA-9633012
R-HSA-9711097	R-HSA-9639288
R-HSA-9711123	R-HSA-3299685
R-HSA-9711123	R-HSA-9707564
R-HSA-9711123	R-HSA-9755511
R-HSA-9715370	R-HSA-9013419
R-HSA-9715370	R-HSA-9013425
R-HSA-9716542	R-HSA-194315
R-HSA-9716542	R-HSA-9706019
R-HSA-9716542	R-HSA-9715370
R-HSA-9717189	R-HSA-9717207
R-HSA-9717189	R-HSA-9729555
R-HSA-9717189	R-HSA-9730628
R-HSA-9723907	R-HSA-9723905
R-HSA-9725370	R-HSA-9725371
R-HSA-9734009	R-HSA-8863678
R-HSA-9734009	R-HSA-9645722
R-HSA-9734009	R-HSA-9723907
R-HSA-9734207	R-HSA-9734195
R-HSA-9734207	R-HSA-9734281
R-HSA-9734207	R-HSA-9734735
R-HSA-9735786	R-HSA-9735763
R-HSA-9735804	R-HSA-9734207
R-HSA-9735804	R-HSA-9735786
R-HSA-9748784	R-HSA-2161522
R-HSA-9748784	R-HSA-9748787
R-HSA-9748784	R-HSA-9749641
R-HSA-9748784	R-HSA-9753281
R-HSA-9748784	R-HSA-9754706
R-HSA-975138	R-HSA-445989
R-HSA-975138	R-HSA-450294
R-HSA-975138	R-HSA-975144
R-HSA-975138	R-HSA-975163
R-HSA-975155	R-HSA-975110
R-HSA-975155	R-HSA-975138
R-HSA-9755511	R-HSA-9708530
R-HSA-9755511	R-HSA-9759194
R-HSA-975576	R-HSA-975574
R-HSA-975576	R-HSA-975577
R-HSA-975576	R-HSA-975578
R-HSA-975871	R-HSA-445989
R-HSA-975871	R-HSA-450294
R-HSA-975871	R-HSA-937039
R-HSA-975871	R-HSA-937042
R-HSA-9758941	R-HSA-9754189
R-HSA-9759194	R-HSA-9762114
R-HSA-9759774	R-HSA-9759785
R-HSA-9759785	R-HSA-3359478
R-HSA-9772572	R-HSA-9694614
R-HSA-9772572	R-HSA-9694676
R-HSA-9772572	R-HSA-9694682
R-HSA-9772573	R-HSA-9694322
R-HSA-9772573	R-HSA-9694635
R-HSA-977443	R-HSA-977444
R-HSA-977444	R-HSA-991365
R-HSA-983169	R-HSA-1236975
R-HSA-983169	R-HSA-983168
R-HSA-983169	R-HSA-983170
R-HSA-983231	R-HSA-983189
R-HSA-983705	R-HSA-1168372
R-HSA-983705	R-HSA-5690714
R-HSA-983705	R-HSA-983695
R-HSA-983712	R-HSA-2672351
R-HSA-983712	R-HSA-936837
R-HSA-991365	R-HSA-170670
R-HSA-991365	R-HSA-997272
